addition,altogether,increase,more,plus,sum,total,combine,greater,consecutive,older,farther,add
subtraction,difference,decrease,less,fewer,reduce,minus,diminished,younger,subtract,subtracted,give
multiplication,product,double,triple,quadruple,multiplied,times,multiply,every,after
division,quotient,divided,per,share,split,per,divide,each
hotel,each,accommodated,contains,hotel,tourists
purchasing,purchased,cost,price,together,€,purchase
proportion,%,total,amount
